"","ALF47_merged","ALF45_merged","ALF38_merged","ALF37_merged","ALF14_merged","ALF39_merged","ALF13_merged","ALF17_merged","ALF32_merged","ALF01_merged","ALF21_merged","ALF12_merged","ALF30_merged","ALF08_merged","ALF18_merged","ALF16_merged","ALF43_merged","ALF31_merged","ALF07_merged","ALF46_merged","ALF27_merged","ALF02_merged","ALF41_merged","ALF06_merged","ALF34_merged","ALF15_merged","ALF11_merged","ALF09_merged","ALF19_merged","ALF03_merged","ALF04_merged","ALF28_merged","ALF05_merged","ALF20_merged","ALF40_merged","ALF10_merged","ALF22_merged","ALF44_merged","ALF23_merged","ALF25_merged","ALF26_merged","ALF42_merged","ALF33_merged","ALF24_merged","ALF35_merged","ALF36_merged"
"Chr1_333138",0.0555555555555556,0.176470588235294,0.0833333333333333,0.0666666666666667,0.157894736842105,0.2,0,0.2,0,0,0,0.285714285714286,0.125,0,0,0.0903621566925287,0,0.0666666666666667,0,0.0714285714285714,0.235294117647059,0,0,0.0588235294117647,0.153846153846154,0,0,0.217391304347826,0.1875,0.181818181818182,0.208333333333333,0,0.235294117647059,0.125,0,0.0909090909090909,0,0,0.0625,0.142857142857143,0.0588235294117647,0,0.0555555555555556,0.0526315789473684,0.153846153846154,0.357142857142857
"Chr1_481631",0.0909090909090909,0.05,0,0.0666666666666667,0.0512820512820513,0.0869565217391304,0.0454545454545455,0.0909090909090909,0.0476190476190476,0.0416666666666667,0.0714285714285714,0.0666666666666667,0.115384615384615,0.0333333333333333,0.0666666666666667,0,0.0555555555555556,0.0909090909090909,0.0689655172413793,0.03125,0.181818181818182,0.032258064516129,0,0,0.0833333333333333,0,0.0454545454545455,0.0810810810810811,0.0740740740740741,0,0,0,0,0,0,0.157894736842105,0.0588235294117647,0.027027027027027,0.0333333333333333,0.153846153846154,0.04,0.0625,0.179487179487179,0.0909090909090909,0,0.0357142857142857
"Chr1_481636",0.0625,0.0384615384615385,0.125,0.0357142857142857,0.0731707317073171,0.075,0.0740740740740741,0.0833333333333333,0.125,0.0869565217391304,0.0888888888888889,0.0555555555555556,0.0555555555555556,0.111111111111111,0.0588235294117647,0.153846153846154,0.0869565217391304,0.0434782608695652,0.0526315789473684,0.075,0.0185185185185185,0.125,0.0909090909090909,0.0526315789473684,0.0882352941176471,0.16,0.0333333333333333,0.0517241379310345,0.0857142857142857,0.0465116279069767,0.05,0.0666666666666667,0.0833333333333333,0.024390243902439,0.0625,0.0483870967741935,0.0447761194029851,0.0317460317460317,0.0606060606060606,0.0517241379310345,0.0967741935483871,0.0625,0.0298507462686567,0.0307692307692308,0.0555555555555556,0.0909090909090909
"Chr1_481945",0.357142857142857,0.157894736842105,0.285714285714286,0.113207547169811,0.333333333333333,0.233333333333333,0.318181818181818,0.4,0.3,0.2,0.216216216216216,0.5625,0.258064516129032,0.173913043478261,0.307692307692308,0.181818181818182,0.285714285714286,0.285714285714286,0.212121212121212,0.212121212121212,0.177777777777778,0.48,0.3,0.303030303030303,0.375,0.35,0.107142857142857,0.270833333333333,0.16,0.289473684210526,0.225806451612903,0.416666666666667,0.3,0.135135135135135,0.571428571428571,0.145454545454545,0.0909090909090909,0.125,0.0344827586206897,0.159090909090909,0.269230769230769,0.2,0.0754716981132075,0.103448275862069,0.142857142857143,0.162162162162162
"Chr1_481953",0.233333333333333,0.238095238095238,0,0.596153846153846,0.0588235294117647,0.3125,0,0,0.25,0,0.35,0.0625,0.5,0.130434782608696,0,0,0.25,0.19047619047619,0.0645161290322581,0.363636363636364,0.377777777777778,0,0.1,0.0303030303030303,0.344827586206897,0,0.357142857142857,0.297872340425532,0.115384615384615,0.236842105263158,0.0645161290322581,0,0.0689655172413793,0.307692307692308,0.0666666666666667,0.444444444444444,0.466666666666667,0.526315789473684,0.451612903225806,0.297872340425532,0.32,0.266666666666667,0.440677966101695,0.5,0.133333333333333,0.414634146341463
"Chr1_482001",0.28,0.611111111111111,0.538461538461538,0.363636363636364,0.178571428571429,0.4,0.409090909090909,0.454545454545455,0.375,0.571428571428571,0.384615384615385,0.25,0.4375,0.428571428571429,0.4375,0.454545454545455,0.307692307692308,0.388888888888889,0.7,0.523809523809524,0.52,0.36,0.453410656364229,0.5,0.25,0.5,0.555555555555556,0.28125,0.545454545454545,0.433333333333333,0.466666666666667,0.416666666666667,0.448275862068966,0.64,0.384615384615385,0.53125,0.5,0.583333333333333,0.555555555555556,0.5625,0.4,0.636363636363636,0.411764705882353,0.592592592592593,0.333333333333333,0.5
"Chr1_482025",0.2,0,0.0714285714285714,0.181818181818182,0.222222222222222,0.1,0.19047619047619,0,0.0625,0.105263157894737,0.25,0.1875,0.125,0.315789473684211,0.125,0.181818181818182,0.142857142857143,0.125,0.206896551724138,0.222222222222222,0.25,0.0869565217391304,0,0.206896551724138,0.0526315789473684,0.210526315789474,0.176470588235294,0.178571428571429,0.19047619047619,0.259259259259259,0.185185185185185,0.0833333333333333,0.24,0.227272727272727,0,0.222222222222222,0.222222222222222,0.166666666666667,0.222222222222222,0.206896551724138,0.210526315789474,0.181818181818182,0.172413793103448,0.24,0.0909090909090909,0.15
"Chr1_519349",0.0952380952380952,0.0625,0.105263157894737,0.0454545454545455,0.1,0.05,0.0588235294117647,0.1,0.0625,0.0714285714285714,0.05,0.0526315789473684,0.0416666666666667,0.0909090909090909,0.0666666666666667,0.0729870165936352,0.0769230769230769,0.0714285714285714,0.08,0.0666666666666667,0.0434782608695652,0.0833333333333333,0.0909090909090909,0.0952380952380952,0.0555555555555556,0.0555555555555556,0.0526315789473684,0.0416666666666667,0.05,0.0833333333333333,0.0714285714285714,0.0666666666666667,0.125,0.0714285714285714,0.0769230769230769,0.129032258064516,0.0454545454545455,0.105263157894737,0.0952380952380952,0.0333333333333333,0.111111111111111,0.1,0.0833333333333333,0.0434782608695652,0.0769230769230769,0.05
"Chr1_532225",0.0666666666666667,0.166666666666667,0,0.117647058823529,0,0.230769230769231,0,0,0,0.0666666666666667,0.0625,0,0.0666666666666667,0,0,0,0,0,0,0.0666666666666667,0.105263157894737,0,0,0,0.0769230769230769,0,0.0666666666666667,0.142857142857143,0,0.125,0,0,0,0.133333333333333,0,0.0666666666666667,0.0952380952380952,0.222222222222222,0.133333333333333,0.0476190476190476,0.142857142857143,0.166666666666667,0.0588235294117647,0.2,0,0
"Chr1_532260",0.0666666666666667,0.307692307692308,0,0.0588235294117647,0,0.0714285714285714,0,0,0,0.0666666666666667,0.0625,0,0.0666666666666667,0,0,0,0,0.1,0.0625,0.0588235294117647,0.0555555555555556,0,0,0,0,0,0.0714285714285714,0.0476190476190476,0,0.125,0,0,0,0.0625,0,0.142857142857143,0.0909090909090909,0.166666666666667,0.0714285714285714,0.05,0.133333333333333,0.166666666666667,0,0.3125,0,0.0833333333333333
"Chr1_532406",0.25,0.384615384615385,0.5,0.222222222222222,0.238095238095238,0.357142857142857,0.285714285714286,0.5,0.454545454545455,0.285714285714286,0.125,0.3125,0.315789473684211,0.285714285714286,0.454545454545455,0.333054370945922,0.272727272727273,0.2,0.333333333333333,0.133333333333333,0.15,0.333333333333333,0.25,0.173913043478261,0.583333333333333,0.5,0.5,0.428571428571429,0.347826086956522,0.5,0.16,0.3,0.388888888888889,0.3125,0.642857142857143,0.133333333333333,0.291666666666667,0.333333333333333,0.428571428571429,0.2,0.333333333333333,0.5,0.15,0.352941176470588,0.615384615384615,0.166666666666667
"Chr1_712172",0.3,0.368421052631579,0.166666666666667,0.0625,0.2,0.291666666666667,0.238095238095238,0.125,0.0625,0.333333333333333,0.176470588235294,0.0952380952380952,0.15,0.291666666666667,0.105263157894737,0.111111111111111,0.285714285714286,0.235294117647059,0.260869565217391,0.235294117647059,0.416666666666667,0.24,0,0.16,0.333333333333333,0.125,0.0476190476190476,0.08,0.166666666666667,0.115384615384615,0.178571428571429,0.25,0.363636363636364,0.363636363636364,0.333333333333333,0.233333333333333,0.1,0.263157894736842,0.0526315789473684,0.185185185185185,0.25,0.142857142857143,0.230769230769231,0.0909090909090909,0.125,0.2
"Chr1_745865",0,0,0,0,0.0483870967741935,0.0185185185185185,0.0943396226415094,0.102564102564103,0.0294117647058824,0.108108108108108,0,0.0769230769230769,0,0.196428571428571,0.121212121212121,0,0.0588235294117647,0,0.215384615384615,0,0,0.111111111111111,0.0333333333333333,0.232142857142857,0.136363636363636,0.1,0.142857142857143,0.119402985074627,0,0.0483870967741935,0.106060606060606,0,0.174603174603175,0,0,0.0666666666666667,0,0.0344827586206897,0,0,0,0,0.0357142857142857,0,0,0.0689655172413793
"Chr1_745920",0.0754716981132075,0,0.171428571428571,0.0434782608695652,0.0483870967741935,0.117647058823529,0.0943396226415094,0.119047619047619,0.0588235294117647,0.0526315789473684,0.0338983050847458,0.04,0,0.0285714285714286,0.117647058823529,0.0769230769230769,0.0645161290322581,0.227272727272727,0.148148148148148,0.0227272727272727,0.0535714285714286,0.0754716981132075,0.137931034482759,0.125,0,0.15,0,0.0897435897435897,0.0909090909090909,0.120689655172414,0.115384615384615,0,0.169230769230769,0.0217391304347826,0.116279069767442,0,0,0,0,0.08,0.13953488372093,0.0526315789473684,0.245614035087719,0.0517241379310345,0.102564102564103,0.163636363636364
"Chr1_746009",0.2,0.0967741935483871,0.05,0.333333333333333,0.259259259259259,0.304347826086957,0.24,0.142857142857143,0.157894736842105,0.117647058823529,0.216216216216216,0.103448275862069,0.1,0.1875,0.166666666666667,0.166666666666667,0.117647058823529,0.178571428571429,0.183673469387755,0.193548387096774,0.135135135135135,0.384615384615385,0.133333333333333,0.243243243243243,0.2,0.15,0.09375,0.225,0.12,0.375,0.163265306122449,0.0555555555555556,0.264705882352941,0.235294117647059,0.117647058823529,0.219512195121951,0.285714285714286,0.0833333333333333,0.161290322580645,0.15,0.214285714285714,0.173913043478261,0.266666666666667,0.1875,0.263157894736842,0.205882352941176
"Chr1_947695",0.0909090909090909,0.0588235294117647,0.0555555555555556,0.136363636363636,0.15625,0.19047619047619,0.2,0.0625,0.111111111111111,0.263157894736842,0.0740740740740741,0.176470588235294,0.153846153846154,0.2,0,0,0.2,0,0.08,0.1,0.185185185185185,0.0769230769230769,0,0.16,0.2,0.217391304347826,0.0434782608695652,0.2,0.0869565217391304,0.137931034482759,0.137931034482759,0.0909090909090909,0.192307692307692,0.105263157894737,0.111111111111111,0.192307692307692,0.24,0.0909090909090909,0.192307692307692,0.178571428571429,0.0952380952380952,0.235294117647059,0.137931034482759,0.181818181818182,0,0.148148148148148
"Chr1_947722",0.782608695652174,0.933333333333333,0.882352941176471,0.818181818181818,0.75,0.80952380952381,0.772727272727273,0.9375,0.833333333333333,0.764705882352941,0.851851851851852,0.823529411764706,0.76,0.8,1,0.818181818181818,0.8,0.857142857142857,0.875,0.894736842105263,0.777777777777778,0.846153846153846,1,0.807692307692308,0.772727272727273,0.761904761904762,0.826086956521739,0.72,0.826086956521739,0.857142857142857,0.862068965517241,0.863636363636364,0.8,0.85,0.823529411764706,0.692307692307692,0.56,0.91304347826087,0.653846153846154,0.758620689655172,0.8,0.764705882352941,0.714285714285714,0.727272727272727,0.928571428571429,0.68
"Chr1_947778",0,0.0246913580246914,0,0.0746268656716418,0.188034188034188,0.0298507462686567,0.1875,0.106666666666667,0.144444444444444,0.119047619047619,0,0.0350877192982456,0,0,0.0666666666666667,0,0.0256410256410256,0,0,0.0720720720720721,0.0327868852459016,0.116071428571429,0.105263157894737,0,0.133333333333333,0,0.0840336134453782,0.024390243902439,0,0,0.205607476635514,0.0823529411764706,0.037037037037037,0.02,0.0909090909090909,0,0.0865384615384615,0.0305343511450382,0.0833333333333333,0,0.0517241379310345,0,0.169811320754717,0.075187969924812,0,0
"Chr1_947851",0.0925925925925926,0.0476190476190476,0.25,0.111111111111111,0.21875,0.0579710144927536,0.117647058823529,0.128205128205128,0.106382978723404,0.133333333333333,0.155172413793103,0.172413793103448,0.106060606060606,0.140350877192982,0.258064516129032,0.115384615384615,0.0487804878048781,0.0975609756097561,0.216666666666667,0.0847457627118644,0.0615384615384615,0.15,0,0.291666666666667,0.104166666666667,0.173076923076923,0.0819672131147541,0.116279069767442,0.126984126984127,0.192307692307692,0.145454545454545,0.0454545454545455,0.195652173913043,0.111111111111111,0.111111111111111,0.0337078651685393,0.0892857142857143,0.0434782608695652,0.109090909090909,0.357142857142857,0.0793650793650794,0.025,0.0677966101694915,0.0547945205479452,0.0625,0.19047619047619
"Chr1_947861",0.283018867924528,0.302325581395349,0.222222222222222,0.180555555555556,0.1875,0.159420289855072,0.215686274509804,0.3,0.170212765957447,0.133333333333333,0.189655172413793,0.275862068965517,0.0769230769230769,0.175438596491228,0.2,0.153846153846154,0.175,0.170731707317073,0.137931034482759,0.0338983050847458,0.292307692307692,0.183333333333333,0.333333333333333,0.145833333333333,0.270833333333333,0.153846153846154,0.0983606557377049,0.186046511627907,0.142857142857143,0.274509803921569,0.314814814814815,0.372093023255814,0.244444444444444,0.222222222222222,0.2,0.123595505617978,0.142857142857143,0.173913043478261,0.178571428571429,0.0363636363636364,0.0625,0.256410256410256,0.186440677966102,0.10958904109589,0.28125,0.112903225806452
"Chr1_955427",0.219512195121951,0,0.178571428571429,0.0540540540540541,0,0.0357142857142857,0,0,0.032258064516129,0,0.2,0,0.113636363636364,0,0,0,0.03125,0,0.102040816326531,0.261904761904762,0.0869565217391304,0.06,0.0769230769230769,0.0208333333333333,0,0.04,0.0681818181818182,0.142857142857143,0.0392156862745098,0.0416666666666667,0,0.1,0,0.0222222222222222,0,0.0816326530612245,0.0344827586206897,0.3,0.108695652173913,0.115384615384615,0.282608695652174,0.0769230769230769,0.0612244897959184,0.142857142857143,0.16,0.0454545454545455
"Chr1_955498",0.0769230769230769,0.0666666666666667,0.0606060606060606,0.075,0.046875,0.0689655172413793,0.116279069767442,0.0714285714285714,0.0882352941176471,0.1,0.0545454545454545,0.0833333333333333,0.104166666666667,0.0677966101694915,0.0540540540540541,0.0344827586206897,0.0833333333333333,0.102564102564103,0.04,0.0256410256410256,0.0416666666666667,0.0545454545454545,0.04,0.0612244897959184,0.0625,0.0816326530612245,0.0416666666666667,0.0476190476190476,0.0566037735849057,0.0701754385964912,0.0350877192982456,0.05,0.0588235294117647,0.0638297872340425,0.0588235294117647,0.0961538461538462,0.0483870967741935,0.0476190476190476,0.0416666666666667,0.0714285714285714,0.0588235294117647,0.08,0.0754716981132075,0.0677966101694915,0.0740740740740741,0.0816326530612245
"Chr1_955503",0.0689655172413793,0.037037037037037,0,0.0740740740740741,0.0612244897959184,0.1,0.032258064516129,0.0588235294117647,0.1,0,0.027027027027027,0.0769230769230769,0.0571428571428571,0.075,0.0952380952380952,0,0.142857142857143,0,0.0540540540540541,0,0.0540540540540541,0.0277777777777778,0.153846153846154,0.0454545454545455,0.0833333333333333,0.0555555555555556,0,0.108695652173913,0.0512820512820513,0.0681818181818182,0.0444444444444444,0.0526315789473684,0.102564102564103,0.0571428571428571,0,0.0277777777777778,0.0666666666666667,0.0344827586206897,0.111111111111111,0.0625,0.0606060606060606,0.117647058823529,0.0869565217391304,0.0512820512820513,0.0454545454545455,0.037037037037037
"Chr1_987331",0.0727272727272727,0.162790697674419,0.0833333333333333,0,0,0.0961538461538462,0.116666666666667,0.175,0.0196078431372549,0.108695652173913,0.104166666666667,0,0.245283018867925,0,0,0.142857142857143,0.111111111111111,0.0227272727272727,0.0555555555555556,0.0833333333333333,0.103448275862069,0.126984126984127,0.125,0.0422535211267606,0,0.125,0.1,0.0428571428571429,0.0392156862745098,0.0166666666666667,0.111111111111111,0,0.0161290322580645,0.0434782608695652,0.0930232558139535,0.106060606060606,0.148148148148148,0.146341463414634,0.0166666666666667,0.108108108108108,0.111111111111111,0,0.102941176470588,0.173076923076923,0,0.0175438596491228
"Chr1_987334",0.142857142857143,0.255813953488372,0.428571428571429,0.466666666666667,0.507936507936508,0.39622641509434,0.311475409836066,0.3,0.416666666666667,0.395833333333333,0.5,0.354166666666667,0.30188679245283,0.660714285714286,0.431818181818182,0.257142857142857,0.361111111111111,0.454545454545455,0.481481481481481,0.229166666666667,0.333333333333333,0.571428571428571,0.25,0.385714285714286,0.25,0.387755102040816,0.366666666666667,0.295774647887324,0.431372549019608,0.459016393442623,0.533333333333333,0.142857142857143,0.655737704918033,0.304347826086957,0.325581395348837,0.393939393939394,0.407407407407407,0.439024390243902,0.311475409836066,0.36986301369863,0.326086956521739,0.575757575757576,0.318181818181818,0.365384615384615,0.3125,0.350877192982456
"Chr1_987364",0.375,0.245283018867925,0.120689655172414,0.210526315789474,0.102564102564103,0.3125,0.27027027027027,0.375,0.152542372881356,0.183333333333333,0.275862068965517,0.133333333333333,0.272727272727273,0.106060606060606,0.215686274509804,0.315789473684211,0.255813953488372,0.196428571428571,0.17910447761194,0.137931034482759,0.183098591549296,0.144736842105263,0.285714285714286,0.185185185185185,0.137254901960784,0.213114754098361,0.309859154929577,0.170731707317073,0.0967741935483871,0.142857142857143,0.25,0.189189189189189,0.150684931506849,0.310344827586207,0.387755102040816,0.253333333333333,0.2,0.176470588235294,0.142857142857143,0.168674698795181,0.2,0.186046511627907,0.35,0.306451612903226,0.314814814814815,0.308823529411765
"Chr1_987365",0,0.150943396226415,0.232142857142857,0.271186440677966,0.298701298701299,0.107692307692308,0,0.125,0.233333333333333,0.233333333333333,0.2,0.103448275862069,0.153846153846154,0.1875,0.0204081632653061,0.0277777777777778,0.05,0.232142857142857,0.17910447761194,0.315789473684211,0.140845070422535,0.283783783783784,0.0555555555555556,0.205128205128205,0.0384615384615385,0.19672131147541,0.197183098591549,0.246913580246914,0.19047619047619,0,0.0555555555555556,0,0.111111111111111,0,0,0.10958904109589,0.0606060606060606,0.423076923076923,0,0.265060240963855,0.222222222222222,0.219512195121951,0.0246913580246914,0.0645161290322581,0.0909090909090909,0.0895522388059701
"Chr1_1064606",0.0833333333333333,0.105263157894737,0.210526315789474,0.3,0.375,0.166666666666667,0.363636363636364,0,0.25,0.19047619047619,0.384615384615385,0.45,0.235294117647059,0.310344827586207,0.352941176470588,0.1,0,0.157894736842105,0.3,0.181818181818182,0.130434782608696,0.285714285714286,0,0.363636363636364,0.125,0.409090909090909,0.272727272727273,0.37037037037037,0.36,0.290322580645161,0.392857142857143,0.133333333333333,0.36,0.32,0.133333333333333,0.375,0.366666666666667,0.285714285714286,0.28,0.303030303030303,0.277777777777778,0.0909090909090909,0.310344827586207,0.25,0.153846153846154,0.235294117647059
"Chr1_1064637",0,0.0555555555555556,0,0.0689655172413793,0.371428571428571,0.05,0.272727272727273,0.272727272727273,0.0588235294117647,0.0952380952380952,0.148148148148148,0.2,0.210526315789474,0.0967741935483871,0.176470588235294,0.1,0.181818181818182,0.0476190476190476,0.0625,0.0869565217391304,0.0740740740740741,0.193548387096774,0.0909090909090909,0.114285714285714,0.1875,0.25,0.136363636363636,0.147058823529412,0.269230769230769,0.225806451612903,0.222222222222222,0.0666666666666667,0.24,0.115384615384615,0.0666666666666667,0.0882352941176471,0.258064516129032,0.0810810810810811,0.107142857142857,0.102564102564103,0.157894736842105,0.333333333333333,0.290322580645161,0.171428571428571,0.153846153846154,0.368421052631579
"Chr1_1064720",0.111111111111111,0.444444444444444,0.105263157894737,0.103448275862069,0.542857142857143,0.263157894736842,0.428571428571429,0.583333333333333,0.357142857142857,0.315789473684211,0.482758620689655,0.5,0.578947368421053,0.321428571428571,0.352941176470588,0.4,0.4,0.4,0.212121212121212,0.173913043478261,0.407407407407407,0.185185185185185,0.166666666666667,0.342857142857143,0.3125,0.55,0.454545454545455,0.285714285714286,0.576923076923077,0.4375,0.52,0.4,0.36,0.2,0.285714285714286,0.166666666666667,0.5,0.282051282051282,0.296296296296296,0.3,0.352941176470588,0.75,0.483870967741935,0.4,0.384615384615385,0.5
"Chr1_1064731",0,0,0,0.105263157894737,0.166666666666667,0.0769230769230769,0.307692307692308,0.0909090909090909,0,0.0714285714285714,0,0.181818181818182,0.0769230769230769,0.1,0.181818181818182,0.100519708271335,0.1,0,0.0952380952380952,0.0625,0.0909090909090909,0.157894736842105,0.0909090909090909,0.0909090909090909,0,0.307692307692308,0,0.142857142857143,0.235294117647059,0.0434782608695652,0.133333333333333,0,0,0,0.0909090909090909,0.04,0.222222222222222,0.0714285714285714,0.0555555555555556,0.08,0.166666666666667,0.2,0.166666666666667,0.0952380952380952,0.0909090909090909,0.333333333333333
"Chr1_1064939",0,0,0.0476190476190476,0.03125,0.157894736842105,0,0,0,0,0.0454545454545455,0.0769230769230769,0.3,0,0.178571428571429,0,0,0,0.05,0.243243243243243,0.04,0,0.108108108108108,0,0.2,0,0,0,0.0512820512820513,0.137931034482759,0.142857142857143,0.0666666666666667,0,0.0416666666666667,0,0,0.0810810810810811,0,0.0263157894736842,0.0689655172413793,0.162162162162162,0.0555555555555556,0,0.129032258064516,0.0588235294117647,0,0.0555555555555556
