"","X.1","Germplasm","Rep","Plot","Row","Range","yld2","yld3","yld4","yld5","yld6","yld7","GNDVI_138","NDVI_138","GNDVI_145","NDVI_145","GNDVI_152","NDVI_152","GNDVI_160","NDVI_160","GNDVI_165","NDVI_165","GNDVI_173","NDVI_173","GNDVI_179","NDVI_179","GNDVI_187","NDVI_187","GNDVI_192","NDVI_192","GNDVI_201","NDVI_201","GNDVI_206","NDVI_206","GNDVI_215","NDVI_215","GNDVI_223","NDVI_223","GNDVI_228","NDVI_228","GNDVI_242","NDVI_242","GNDVI_257","NDVI_257","GNDVI_263","NDVI_263","GNDVI_278","NDVI_278","GNDVI_293","NDVI_293","GNDVI_299","NDVI_299","GNDVI_307","NDVI_307","sca_yld2","sca_yld3","sca_yld4","sca_yld5","sca_yld6","sca_yld7","GNDVI_153","GNDVI_181","GNDVI_207","GNDVI_243","GNDVI_279","GNDVI_310","spa_int_yld2","spa_slp_yld2","PEE_153","spa_int_yld3","spa_slp_yld3","PEE_181","spa_int_yld4","spa_slp_yld4","PEE_207","spa_int_yld5","spa_slp_yld5","PEE_243","spa_int_yld6","spa_slp_yld6","PEE_279","spa_int_yld7","spa_slp_yld7","PEE_310"
"38",38,"NUMEX_BILL_MELTON","3","137","5","6",4.35,4.02193575944444,2.8,3.2,3.6,2.35,-0.0179774788385981,0.45164789,0.198743668315547,0.465659848,0.215404443611671,0.480835668,-0.0638994000675052,0.544263456,0.0624398648714562,0.417760597,0.0611629368051694,0.404418315,0.158607555116402,0.46153672,0.0668789595657043,0.315992385,0.0321520189476283,0.439072579,0.089600576828035,0.368242538,0.16973612550314,0.447517824,-0.026121117647003,0.2799601,0.112055684086746,0.445556413,0.0621453299954409,0.355787632,0.215082339365267,0.394925505,0.0146762907678242,0.309389035,0.129370511051315,0.418551453,0.307219273236233,0.450207659,0.12842655419804,0.407012138,0.0936753106111901,0.424489015,0.214367718213556,0.412693187,0.160096263659255,0.136783059769483,0.0901847781454859,0.232366784369194,0.122458222765026,0.124803543174901,0.160096263659255,0.136783059769483,0.0901847781454859,0.232366784369194,0.122458222765026,0.124803543174901,-0.0581001073732522,-0.00262709708932002,-0.0626503729884866,-0.0187646169985659,-0.0181664343418299,-0.0502298041334798,-0.0172714990597376,-0.0155218537669656,-0.0441561382942935,-0.0503150112254442,-0.0272032892282163,-0.0974324900958077,-0.0478223775597628,-0.000153591071107895,-0.0480884050973481,-0.028954690299075,0.000250835879636273,-0.0285202298130823
"39",39,"NUMEX_BILL_MELTON","4","138","5","7",4.8,4.24299389322222,2.95,3.7,3.95,2.75,-0.000296015649871969,0.457107674,0.207577510811263,0.483000797,0.219274560698146,0.486283292,-0.0652692192319542,0.529615676,0.0564885123352033,0.43260971,0.0589944485452617,0.393550197,0.159038993910128,0.440319201,0.0626851988741454,0.301202171,0.0156536830144115,0.443371447,0.100922496438062,0.351489298,0.162235100933744,0.435562189,-0.00704982668839425,0.253447267,0.124356921035784,0.44851998,0.0799931496176343,0.353424977,0.228972013141542,0.383850702,0.0546981714442396,0.310282532,0.147266009233937,0.41980347,0.310970041031363,0.449778131,0.145356306284698,0.4063286,0.114012398653521,0.411968897,0.228185933018815,0.402771989,0.176657946106764,0.144301083361494,0.0950161055461369,0.268674094426881,0.134363883311626,0.146046699459991,0.176657946106764,0.144301083361494,0.0950161055461369,0.268674094426881,0.134363883311626,0.146046699459991,-0.0358796882093826,-0.00485197483998869,-0.0442835551125649,-0.0211667892980196,-0.0157751701149729,-0.0484901853157945,-0.0198337225171809,-0.0175778403919445,-0.0502794350303207,-0.0402505570534007,-0.0234536170705191,-0.0808734132632869,-0.0355749952253616,-8.26260940871551e-05,-0.0357181078177261,-0.00341607824120059,-0.00130392816323299,-0.00567454805947081
"40",40,"NUMEX_BILL_MELTON","4","139","5","8",4.9,4.68673120922222,3.4,4.15,4.15,3.05,0.032740045514235,0.429840546,0.22712564147511,0.502013838,0.22301100205453,0.489875506,-0.0560089344032202,0.525998821,0.0696755456379136,0.420698585,0.0791865751524273,0.385477156,0.185672738344061,0.451719656,0.0685671637327948,0.305621428,0.00498237159745508,0.43835009,0.11890002306892,0.344702487,0.179920686291677,0.454118453,0.0140007738577026,0.233730219,0.142308657697587,0.449474292,0.0946227471308054,0.353339958,0.258924970561499,0.415857825,0.0605155332206577,0.313360045,0.157621649634487,0.438775705,0.308759776467236,0.469613092,0.145349846344653,0.425097199,0.110638370640881,0.433999863,0.203115587508247,0.414119354,0.180338319983989,0.159392261203867,0.10951008774809,0.301350673478799,0.141167117909683,0.161979066673808,0.180338319983989,0.159392261203867,0.10951008774809,0.301350673478799,0.141167117909683,0.161979066673808,-0.0152913586177223,-0.0120302465653194,-0.0361283568053811,-0.00888815988901659,-0.0127990776487785,-0.0310568125698455,-0.0133477313190223,-0.0129377172098587,-0.0357565147625318,-0.0220215444582999,-0.0199243313472886,-0.0565314985078362,-0.0293189328033881,-7.56493775718133e-05,-0.0294499613683309,-0.00660524798434375,-0.000941398244891271,-0.00823579756752627
"41",41,"NM1713PAR","4","140","6","8",3.9,3.41181900322222,2.4,2.35,2.85,1.4,0.0118939604439419,0.428655531,0.220561997254659,0.453636246,0.231358619329796,0.456378938,-0.0458684576565356,0.501612708,0.0667854085794102,0.420501089,0.0661867586611027,0.386350109,0.161352901063869,0.412621882,0.0674087616335304,0.298697615,0.0151858503003258,0.433375316,0.110388217604268,0.316430785,0.153841378876672,0.412393537,0.015009502337074,0.208181661,0.12328658877575,0.413683827,0.0731064096550943,0.323013554,0.223543592531278,0.374695303,0.0540936330543159,0.277442814,0.154848307992153,0.403646462,0.284667164964529,0.428116399,0.101303181851775,0.418721989,0.0613005992051674,0.423616816,0.145421327140373,0.409455535,0.143534581211746,0.116033440251881,0.0773012384104165,0.170644357271127,0.0969460930223123,0.0743510469978134,0.143534581211746,0.116033440251881,0.0773012384104165,0.170644357271127,0.0969460930223123,0.0743510469978134,-0.0208946001066447,-0.00416486561813244,-0.0281083589324235,-0.00920231113495169,-0.0176662936228172,-0.0398012291373872,-0.0146833927360939,-0.0162846055782448,-0.0428891568555772,-0.0379483446323978,-0.0293136932839535,-0.0887211505358241,-0.0317614425195892,-0.000232497956278731,-0.0321641407907601,-0.0234054497743697,-0.00196964218003145,-0.0268169700880069
"42",42,"AFX_149092","4","141","6","7",5.05,4.82028630722222,3.55,4.1,4.55,3.3,0.0460138999017932,0.431686598,0.272651842276162,0.501985507,0.272663865945481,0.501543902,-0.0458654290941068,0.535832587,0.0994741415253168,0.424566893,0.113880007419832,0.40186477,0.218185449059024,0.472577477,0.0629292220937799,0.279479305,0.0637342839086679,0.441898991,0.138038794752691,0.393464904,0.218762885481781,0.473287757,0.016658087355926,0.255908491,0.1705537023554,0.448393187,0.0926506293270919,0.373311828,0.296289129133544,0.434700627,0.0868382471577595,0.317859049,0.198050251711627,0.441306714,0.3391141318003,0.492382399,0.207361821150609,0.445289184,0.143407881596548,0.454012022,0.239631587907048,0.447519232,0.185858880799825,0.163934371283412,0.114341415148741,0.29771994247303,0.154773587105797,0.175256039351989,0.185858880799825,0.163934371283412,0.114341415148741,0.29771994247303,0.154773587105797,0.175256039351989,0.00598928744449923,-0.0036561053422837,-0.000343272738487524,-0.00647725772251418,-0.0101939069895048,-0.0241336224788115,-0.00755473410912944,-0.0122161244216178,-0.0287136821864921,-0.0278941358926745,-0.0201603719215198,-0.0628129242076404,-0.0131681523393112,-8.43524809540239e-05,-0.0133142551214296,0.0137071743730064,-0.00532493379158361,0.00448411853934702
"43",43,"NM1705PAR","3","142","6","6",4.95,4.91205984344444,3.8,4.3,4.55,3.35,0.0133132542073946,0.44206917,0.253881483115825,0.487016795,0.25107159692664,0.489686364,-0.0495859082453931,0.546665743,0.0817593233840563,0.426622919,0.0993867069998973,0.405246478,0.210575535284362,0.478627063,0.0669879360815564,0.29615401,0.0660761586831422,0.441991122,0.137095256582753,0.388991375,0.225789236476336,0.473583623,0.000642111782229172,0.263882743,0.151476219921978,0.443680022,0.0834653329595081,0.375446162,0.294213293147783,0.434278944,0.054372661782419,0.317838002,0.184583805829456,0.439127618,0.343587702898369,0.506228952,0.190856735110005,0.437478037,0.131248005347205,0.451600356,0.25234740360251,0.454638146,0.182178506922601,0.167055521356697,0.122393627483159,0.312242866496105,0.154773587105797,0.177911433887625,0.182178506922601,0.167055521356697,0.122393627483159,0.312242866496105,0.154773587105797,0.177911433887625,-0.0366391631897263,-0.000774762976349713,-0.0379810920227232,-0.0145896243300266,-0.0126369665387752,-0.0364774923330854,-0.0159210196388691,-0.0117964239202596,-0.0363530251270938,-0.0390238550859342,-0.0203337233268658,-0.0742428968412109,-0.0298976094173524,-0.000122091978561001,-0.0301090789264925,-0.0105126993992217,-0.00118772036500498,-0.0125698914076049
"44",44,"DONA_ANA","3","143","6","5",5.5,5.21464816077778,3.85,4.2,4.35,3.35,0.0383307057763085,0.425689124,0.27318840794889,0.519327181,0.260471220300274,0.508453159,-0.0462116372300989,0.516650306,0.0819556177379997,0.402738498,0.118031818880057,0.411555281,0.220321974520673,0.489906334,0.0503780199007236,0.291447434,0.0542424997132107,0.431584734,0.149757498702908,0.37859491,0.22266813360104,0.468461896,-0.0148555947014698,0.276234521,0.173076282040641,0.44456681,0.100388897390677,0.370852638,0.302239761132616,0.425173724,0.0452079556781895,0.328554951,0.193421936944006,0.413510462,0.336925848755492,0.495931891,0.20408906124162,0.432210626,0.140036780016641,0.445295947,0.257217495559656,0.440954367,0.202420563247334,0.177346326175786,0.124004069950043,0.304981404484567,0.14797035250774,0.177911433887625,0.202420563247334,0.177346326175786,0.124004069950043,0.304981404484567,0.14797035250774,0.177911433887625,-0.0208461804768543,-0.00371230678163771,-0.0272760844078353,-0.0171109348879279,-0.0105416100962016,-0.035369539088342,-0.020058292057436,-0.00918839030159709,-0.0359730508300294,-0.0366296559138452,-0.017086236842156,-0.0662238861052909,-0.029671718790935,-0.000171792953297213,-0.0299692729131278,-0.0226460691182309,-2.39700519004706e-05,-0.0226875864658011
"45",45,"NUMEX_BILL_MELTON","2","144","6","4",4.65,4.05255136411111,3,3.65,3.65,2.1,0.0040446087028364,0.432369762,0.23164301872819,0.471307824,0.236137129778508,0.487173975,-0.0507439482998626,0.504644708,0.0499797969154586,0.411561011,0.0662382575588027,0.410561564,0.185342438376773,0.448133365,0.0312078896708015,0.321784644,0.00900619398642413,0.433228559,0.102587639078529,0.395225081,0.165587297478665,0.434072071,-0.00187294318733645,0.283437274,0.124420384352427,0.432516805,0.0853079795731463,0.338768371,0.286860035435536,0.421993066,0.0527810420445556,0.331114086,0.186382337711481,0.399877156,0.323467133979157,0.476212706,0.127743921315168,0.387175802,0.0744370482058015,0.395466599,0.189781810924074,0.404443227,0.171137385290928,0.137824273834915,0.0966265480130206,0.265043363421112,0.12415903141454,0.11152657049672,0.171137385290928,0.137824273834915,0.0966265480130206,0.265043363421112,0.12415903141454,0.11152657049672,-0.0338589790938519,-0.00158559935455465,-0.0366053177243877,-0.00599659608941876,-0.0145695259652722,-0.0312317551931892,-0.0162700400777608,-0.00475183036941015,-0.0245004516705619,-0.022829132117108,-0.0135827262661766,-0.0463551040126202,-0.0198825116907794,-0.000275743046187386,-0.0203601126545227,-0.0410597361946017,-0.00108084103555386,-0.0429318077749056
"46",46,"SW_8888","2","145","6","3",5.25,5.18296287222222,4.05,4.6,4.75,3.2,0.0583035060203528,0.419325836,0.281279877577196,0.495384578,0.273213509720826,0.498525954,-0.0393042293308861,0.484875028,0.106739652842483,0.410514197,0.108896482387398,0.411033786,0.244406729303957,0.490774095,0.0716716407103365,0.322499958,0.0783818347243532,0.431214839,0.166894845343796,0.406217189,0.225254244376494,0.462544206,-0.00495687791386362,0.311519149,0.167982810595782,0.442690116,0.116980286182079,0.401183526,0.321095970353404,0.442266347,0.0640407384569023,0.349998232,0.203086596560291,0.432000321,0.35848293817327,0.512397833,0.19153755617127,0.421962694,0.145645813650606,0.434393461,0.250572739141044,0.442941804,0.193219628554274,0.176268732952639,0.130445839817578,0.334027252530717,0.161576821703854,0.169945250280716,0.193219628554274,0.176268732952639,0.130445839817578,0.334027252530717,0.161576821703854,0.169945250280716,-0.0122845287141102,-0.00752286183462726,-0.0253145075730658,0.00135460718716114,-0.00848614544906966,-0.0133438278268163,-0.000869599460114306,-0.00651554082989753,-0.012154847166971,-0.0237704180622054,-0.00637762744642361,-0.0348167927828854,-0.0163293685865893,-7.9789978362113e-05,-0.0164675688824434,0.0056438220784155,-0.00380247756405444,-0.000942262228387046
"47",47,"DONA_ANA","1","146","6","2",6.75,7.20542550044444,5.25,5.65,5.8,4.25,0.112706414239935,0.451885644,0.344874047787936,0.565094959,0.346004653979689,0.566794447,-0.0312608664306846,0.509921508,0.154372339877738,0.4117797,0.16702397951576,0.453405437,0.30422049203461,0.531352979,0.075347783680695,0.303647898,0.103182704195347,0.446576568,0.212321223290429,0.436740822,0.283980984026542,0.499867834,-0.00331809642069776,0.325913681,0.212977505961332,0.466716531,0.166594605550868,0.396162312,0.349837301340854,0.477388302,0.0853209433676426,0.36081799,0.241006567089672,0.467426978,0.376129941464297,0.539374682,0.231175945932762,0.471811179,0.190967142197196,0.473577734,0.296389208430845,0.492585518,0.248425236712637,0.245051190730104,0.169096459022786,0.410272603651859,0.197293803343653,0.225708535529076,0.248425236712637,0.245051190730104,0.169096459022786,0.410272603651859,0.197293803343653,0.225708535529076,0.0214015502559349,0.000640367488971743,0.0225106992775024,0.0172710229787569,-0.000927630853783638,0.0156643192163563,0.0114593925010941,0.00314411476847044,0.0169051590011152,0.0090264258562918,0.00882641458758619,0.0243142243038521,0.0186471872852673,9.72813319834195e-05,0.0188156834941543,0.0156198811211411,-0.00358879114972515,0.00940391253922674
"48",48,"AFX_149092","1","147","6","1",5.5,5.95304117488889,4.4,4.7,5.5,4.2,0.0994472491493491,0.432218721,0.323751136252353,0.524948326,0.321102171180319,0.52914341,-0.0287095430207568,0.468384376,0.162733880708056,0.394257045,0.144213267648717,0.438039642,0.300324581789674,0.506389596,0.0824327670977045,0.322959105,0.115774407069777,0.433601404,0.211067407245908,0.40532725,0.26243589746533,0.470668926,0.0206080666586265,0.331016384,0.210327480735757,0.462990811,0.148402785344949,0.399655259,0.327192926416983,0.448628321,0.0671626573897925,0.413335699,0.23677195315021,0.450683883,0.376048073025197,0.529347207,0.21844550894501,0.455856477,0.205806966952954,0.463629678,0.290767880543086,0.476851736,0.202420563247334,0.202458526326014,0.141718937085764,0.341288714542254,0.187088951446568,0.22305314099344,0.202420563247334,0.202458526326014,0.141718937085764,0.341288714542254,0.187088951446568,0.22305314099344,0.0127591397589571,-0.00284770008398878,0.0078267785503243,0.0239732865150341,-0.00678280956427562,0.0122251157829829,0.0210409229267892,0.000771016891883485,0.0223763633511895,0.00683022040130273,-0.00404380372281272,-0.000173853071838024,0.0216607373180554,6.56751881063738e-05,0.0217744900801552,0.0580921780483153,-0.00762263156942517,0.0448893929403872
"49",49,"NUMEX_BILL_MELTON","1","148","7","1",6.25,6.19281017488889,4.7,5.45,5.85,3.85,0.0967848986931481,0.424927912,0.306960246829145,0.505617902,0.33621142378755,0.540389007,-0.0443134038244014,0.481387913,0.12055238426856,0.402222576,0.129782452289943,0.430335263,0.295761107419738,0.507408428,0.0738145156057751,0.378636672,0.0556196960231691,0.427276243,0.198114539287568,0.43592831,0.265067666042455,0.482819271,0.00445253726203875,0.327269895,0.167598691455938,0.45284194,0.150534047091514,0.402330273,0.35493658893334,0.474436522,0.0478377174585719,0.409135674,0.214439873255566,0.45428453,0.385102772344754,0.529996195,0.164437590071364,0.433780776,0.168518660929795,0.455527283,0.27349881058638,0.470055863,0.230023367326516,0.210612892636031,0.151381591887066,0.395749679628784,0.198994611993167,0.204465379243987,0.230023367326516,0.210612892636031,0.151381591887066,0.395749679628784,0.198994611993167,0.204465379243987,0.0211200210972263,-0.000239049243485642,0.0207059756638076,0.0274894534503575,-0.00236062558055466,0.0234007300250573,0.0220881019240529,0.00858477950835282,0.036957376139319,0.0245430546470971,0.0103803123046415,0.0425222828786012,0.0280439572523328,0.000245350707930835,0.028468917142285,0.0331793217954293,-0.00340058178173713,0.0272893413999061
"50",50,"NM170506PAR","1","149","7","2",5.7,6.13121955444444,4.45,5,5.3,3.8,0.0755782048846282,0.425024204,0.295792916279828,0.500413191,0.321944797943808,0.535161069,-0.0273632757758462,0.48264456,0.145190196972949,0.411273536,0.139862801030844,0.431695995,0.273457113073113,0.497549343,0.0747944051540353,0.359712174,0.0669851912467987,0.429274864,0.187965240401298,0.414537127,0.255058384643669,0.480193165,0.0148027838075666,0.308865963,0.176839106951933,0.448690077,0.142273405845291,0.402895823,0.334974087875855,0.466819559,0.062105799357243,0.41430025,0.211892902294925,0.465735974,0.373996956816323,0.525974794,0.19497540117167,0.46225136,0.157491378897918,0.465899982,0.271133497887074,0.483028137,0.209781311001783,0.208518241199168,0.143329379552647,0.363073100576866,0.180285716848511,0.201809984708351,0.209781311001783,0.208518241199168,0.143329379552647,0.363073100576866,0.180285716848511,0.201809984708351,-0.000162737789372104,0.00300974291528026,0.0050502898348334,0.0106437705496099,-0.00952473233615818,-0.00585354971301869,-0.000454944406419015,-0.000632828508884155,-0.00155103553149462,-0.00758242188149542,-0.00304143173899188,-0.0128503361581617,0.00678761702117721,9.96086925501435e-05,0.00696014433679564,0.0026591294406542,-0.001930341149752,-0.000684319492046665
"51",51,"SW_9720","2","150","7","3",5.35,5.53318333422222,4.25,4.9,5.25,3.55,0.0328720889359502,0.422660241,0.250120709037398,0.468594217,0.29662314403873,0.523537636,-0.0395318919450984,0.489841454,0.11186801394811,0.407559017,0.112751851554045,0.416029813,0.235806275595951,0.474015496,0.0624014932205328,0.368253862,0.034593592601833,0.441215898,0.147970843737217,0.391498463,0.200086913026536,0.463346654,-0.0159753882423273,0.297409263,0.130793287369495,0.435534424,0.116372550431591,0.372651478,0.335004106240706,0.454673348,0.0520819891231514,0.342724584,0.198380663037824,0.44189744,0.35023832786058,0.502048211,0.175434412245353,0.433362793,0.124933761595548,0.443482993,0.233861460839913,0.42812896,0.196900002431498,0.188179471773803,0.136887609685113,0.355811638565329,0.178584908198996,0.18853301203017,0.196900002431498,0.188179471773803,0.136887609685113,0.355811638565329,0.178584908198996,0.18853301203017,0.00734070740194523,0.00381364887769596,0.0139461409914776,0.0170195427058942,-0.00212473896295255,0.0133393868853211,0.0092893571905345,0.00257880420203453,0.0137559770717118,0.00339289733436212,0.00882266639648713,0.0186742037245308,0.0143385644860735,0.000104779383225806,0.0145200477006133,0.00701169565309886,-0.00277012037595881,0.0022137064398231
"52",52,"AMERISTAND_803T","2","151","7","4",6,6.24223452411111,5.15,5.65,5.5,4,0.0675058740210192,0.432934448,0.282712517600387,0.505271786,0.318429317885079,0.542260009,-0.0333167049530948,0.487728108,0.137928131992719,0.404836601,0.145686320227821,0.41803241,0.269712597085221,0.512087376,0.0601450342881041,0.377238567,0.0573191847016419,0.428942104,0.184501896364166,0.404462258,0.250347925523866,0.500956297,0.015135095053983,0.300945965,0.1900701822956,0.45857476,0.140500441987929,0.430443256,0.386652040371169,0.501978206,0.086440626654348,0.375667737,0.241194518632062,0.477992114,0.38392616135773,0.543888913,0.23301354749636,0.464862842,0.166143558791828,0.460701159,0.277640451927595,0.473411479,0.220822432633456,0.212293778189177,0.165875574089019,0.410272603651859,0.187088951446568,0.212431562850895,0.220822432633456,0.212293778189177,0.165875574089019,0.410272603651859,0.187088951446568,0.212431562850895,0.0160012683465802,-0.000287554476333074,0.0155032093858039,0.0116091492628819,-0.000756189704610838,0.0102993902800589,0.00609986149166122,0.00468940376712935,0.0142221470380406,0.00834468921770352,0.00681144251416579,0.0201424536735184,0.0148492076172325,1.84547221976164e-06,0.0148524040688671,0.0142239532896637,-0.00434626600681582,0.00669599977554553
"53",53,"SW_8421S","3","152","7","5",5.05,5.36733857877778,4.15,4.85,5,3.2,0.0449644097569012,0.433301924,0.239717232570362,0.491933549,0.258994296836652,0.512911253,-0.0294804578689285,0.45831748,0.121853612664579,0.405075345,0.125191331692704,0.426270955,0.221821752169799,0.501887424,0.0631129484319862,0.365272996,0.0514703441283233,0.428108973,0.161099781879045,0.387760574,0.237044460298622,0.487475241,0.00164027631208995,0.285071655,0.157819346744979,0.448489963,0.107241243776322,0.412316405,0.347024472671825,0.4696243,0.0596361113838654,0.331295535,0.207509289992705,0.461215761,0.365602715360785,0.521193825,0.214850721373614,0.434385014,0.145473438407451,0.446007565,0.255721571756692,0.449072388,0.185858880799825,0.18253921433231,0.133666724751345,0.35218090755956,0.170080864951425,0.169945250280716,0.185858880799825,0.18253921433231,0.133666724751345,0.35218090755956,0.170080864951425,0.169945250280716,-0.0141121801333156,-0.00804950474498773,-0.0280543312664754,-0.00186618211854692,-0.0125254393386452,-0.0235608793453988,-0.00374568564468487,-0.00326794073575565,-0.00940592501040302,-0.00741690328690767,-0.00487460071096798,-0.0158599593480203,-0.00464317678484371,-4.81964368161191e-05,-0.00472665546178822,-0.00901749809906261,-0.00325718943366557,-0.0146591156633946
"54",54,"NM1713PAR","3","153","7","6",4.8,4.36029614744444,3.35,3.6,4,2.35,0.0416947632119455,0.440142675,0.227820503124221,0.475497694,0.226432681341818,0.463493862,-0.0446281918115853,0.48708572,0.0819567241523237,0.429545495,0.0974498560691178,0.394445003,0.192922626217544,0.465084016,0.0636890185638868,0.356409645,0.0326976090051391,0.444757065,0.125306432317678,0.381507442,0.201354882372904,0.448932022,-0.00492482871781947,0.263776307,0.111711210095386,0.420919899,0.0740663969702998,0.386685282,0.261138395942637,0.391345304,0.0373963291335067,0.296751008,0.167524470344004,0.434330797,0.323806891384535,0.459228533,0.128811262225793,0.434092051,0.1033262219683,0.416536484,0.214645306615817,0.439480469,0.176657946106764,0.148290446247933,0.107899645281206,0.261412632415343,0.13606469196114,0.124803543174901,0.176657946106764,0.148290446247933,0.107899645281206,0.261412632415343,0.13606469196114,0.124803543174901,-0.0112869562134666,-0.0109634623746029,-0.0302762299901675,0.0087807350391417,-0.00982209989189893,-0.00823164093630175,0.00150297680727919,-0.00309300700605339,-0.00385426845196118,-0.0118845893586453,-0.00823992938598177,-0.0261565656435785,-0.00351119204132634,5.02024023449495e-06,-0.00350249673021199,0.0123899685260188,-0.00243158957228909,0.00817833186206383
"55",55,"NUMEX_BILL_MELTON","4","154","7","7",5.1,4.71499521922222,3.25,4,3.9,2.2,0.0385254206096764,0.419633932,0.235001795507278,0.483919988,0.246544904339414,0.484894699,-0.0481054883235456,0.509840375,0.0775208039497859,0.423877641,0.100821927776763,0.400699876,0.198041692998305,0.475673044,0.0538575525640314,0.362237489,0.0203873562471624,0.437053384,0.129502003790631,0.377582642,0.210178388682216,0.469214532,-0.00895430808826129,0.269967513,0.132160979657348,0.435455685,0.0836012927580285,0.358327234,0.303351413577596,0.443112981,0.0614021476712567,0.318780627,0.183855583289409,0.439639425,0.337683027426535,0.480895065,0.142251827250072,0.411117229,0.100889760951927,0.423960152,0.19754738488127,0.420015334,0.187699067738437,0.160353499274385,0.104678760347439,0.290458480461493,0.132663074662112,0.116837359567993,0.187699067738437,0.160353499274385,0.104678760347439,0.290458480461493,0.132663074662112,0.116837359567993,-0.00437885466690082,-0.00907037888511146,-0.0200892116711612,-0.00262360867947434,-0.0132702249648513,-0.025608312446025,-0.00807498226759448,-0.00874018198922348,-0.0232134214741746,-0.0287978699067682,-0.0155707829945934,-0.05576725704918,-0.0246148392043942,-0.000197049031014789,-0.0249561381362026,-0.0172903773304745,-0.00277998537762556,-0.0221054532277792
"56",56,"TMA_990","4","155","7","8",5.7,6.38091335722222,5.1,5.15,5.45,4.05,0.04962606445475,0.42259313,0.240400468276883,0.499807893,0.268717056729174,0.52403939,-0.0166579863543693,0.457822102,0.161218215324009,0.409927276,0.15064398726224,0.403447007,0.232796992064138,0.489406849,0.0741545862169216,0.330332193,0.075829874335606,0.422402445,0.179721138216084,0.400151156,0.248619119729665,0.482969889,0.0192148623804821,0.266505222,0.201422808746684,0.479626477,0.12609369784275,0.398446047,0.341420909081595,0.457400989,0.0998207063301911,0.337774063,0.219670390457832,0.466605668,0.343867547612011,0.494406281,0.218925743371889,0.434289256,0.15407951807592,0.453558183,0.22952957988133,0.430485528,0.209781311001783,0.217010142709335,0.164265131622135,0.373965293594172,0.185388142797053,0.215086957386532,0.209781311001783,0.217010142709335,0.164265131622135,0.373965293594172,0.185388142797053,0.215086957386532,0.0059940408068552,-0.00573407787145378,-0.00393767335765861,0.0214999605631785,-0.00818710761345339,0.00731947427161044,0.0128646977176749,-0.0024991304547228,0.00853607681426796,0.00411129682189825,-0.00321712659952095,-0.0014609298785033,0.0097756256953855,6.49026316286739e-05,0.00988804035042005,0.0244345736426651,-0.00523986763477272,0.0153588567139629
"57",57,"NUMEX_BILL_MELTON","4","156","8","8",5.8,5.51565660522222,3.95,4.55,4.7,3,0.0422382568079158,0.428329592,0.222653707052775,0.478974522,0.288382428524207,0.526172253,-0.053648135328283,0.47628657,0.0871675275831905,0.420850382,0.119564739025205,0.389505987,0.23256627775802,0.488829018,0.0516762416237677,0.345696847,0.00530991890379097,0.435322045,0.160867099325033,0.384691986,0.250322264386977,0.465694854,-0.00753525730768132,0.253246074,0.166859515548192,0.415286047,0.113387232212936,0.360640656,0.338615287945024,0.458483508,0.0715371160808279,0.322267429,0.203731701261431,0.423066383,0.358038961516196,0.520004315,0.150307653588414,0.415459957,0.113743929132561,0.443334054,0.238808931158163,0.435896044,0.213461684879007,0.187583400686705,0.12722495488381,0.330396521524948,0.15987601305434,0.159323672138172,0.213461684879007,0.187583400686705,0.12722495488381,0.330396521524948,0.15987601305434,0.159323672138172,0.0101630381547996,-0.00281612330022817,0.00528536953974077,0.00858294032969034,-0.00360467025601977,0.0023394683290151,0.00301663529705015,0.00131588571503953,0.00529581620249294,-0.00603912178090511,-0.00499353917614153,-0.0146881853057724,-0.00249007006247491,-4.56241172761419e-05,-0.00256909335130234,-0.00335010772243839,-0.000648122756457993,-0.00447268926125966
"58",58,"NUMEX_BILL_MELTON","4","157","8","7",5.7,5.59096486122222,3.9,4.8,4.95,3.15,0.0336335466989296,0.424382277,0.222110512255133,0.493194112,0.268334065565256,0.519762536,-0.0607401885083074,0.495376533,0.0730185785370855,0.424277769,0.100424280446022,0.408913772,0.215380509577126,0.496961485,0.045921433750191,0.369470942,-0.0100560962385545,0.445571716,0.126960612764457,0.381622105,0.22611928977215,0.476830358,-0.01116935528511,0.253601365,0.131370869951922,0.441583587,0.0929409638617375,0.375440333,0.34385538314407,0.481649037,0.0770099055995154,0.338947625,0.206370698960755,0.430105951,0.355506350032429,0.515045743,0.159324656434291,0.425497358,0.118451213862653,0.441583743,0.218976030911772,0.452674652,0.209781311001783,0.19014457876057,0.125614512416927,0.348550176553791,0.168380056301911,0.16728985574508,0.209781311001783,0.19014457876057,0.125614512416927,0.348550176553791,0.168380056301911,0.16728985574508,-9.48562364242624e-06,-0.00372364963443141,-0.00645903595187906,0.00226288813280795,-0.00310025778309957,-0.00310691584061588,-0.00827834713372879,-0.00181450669660746,-0.0114211649091931,-0.0114003318531393,-0.00296515128658218,-0.016536124511185,0.00275934069155552,9.87918663362645e-07,0.00276105181686673,0.000627497052882829,-0.00208035496150433,-0.00297578342247472
